Class,Class Number,Class Section,Class Section-B,Class Time,Class Room,Class Instructor,Rating
PAF 3301,42909,ETRA-LEC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1307,Stephen Dibrienza,4.3
PAF 3343,42922,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 6-119,Robert Walsh,4.5
PAF 3401,42914,FMW-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 9-155,Michael Williams,4.7
PAF 3402,42936,NETA-LEC,Regular,TBA,TBA,Shoba Nair,3.4
PAF 3442,74768,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 709,Samantha Macbride,4.7
PAF 3710,56707,DMWA-LEC,Regular,MoWe 12:50 - 14:05,A - 17 Lex 710,Judith Kafka,4.0
PAF 3810,42915,NETA-LEC,Regular,TBA,TBA,Daniel Williams,2.3
PAF 4199,42925,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 9-135,Alexis Perrotta,4.5
PAF 4199,54448,JNNT-LEC,Winter,TBA,TBA,Donald Waisanen,No Rating
PAF 4199,56708,PMWA-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1404,Marco Desena,4.2
PAF 4199H,56709,LMFH-LEC,Regular,Fr 09:05 - 12:00,B - Vert 3-195,Donald Waisanen,No Rating
PAF 4401,44089,EMW-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 4-214,Richard Hochhauser,No Rating
PAF 4401,42924,PMW-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 13-160,Richard Hochhauser,No Rating
PAF 4402,44091,NETA-LEC,Regular,TBA,TBA,Jonathan Engel,No Rating
PAF 5000,75751,LEWI-LEC,Regular,TBA,TBA,Tiffany Lewis,4.5
PAF 5000,78628,WALS-LEC,Regular,TBA,TBA,Robert Walsh,4.5
PAF 5001,77433,FELL-LEC,Regular,TBA,TBA,Michael Feller,4.0
PAF 5452,44435,MTA-LEC,Regular,Tu 11:10 - 14:05,A - 17 Lex 1016,Michael Feller,4.0
PAF 5452,42929,UWA-LEC,Regular,We 18:05 - 21:00,A - 17 Lex 1013,Stephen Dibrienza,4.3
PAF 9100,75857,UMB-LEC,Regular,Mo 18:05 - 21:00,A - 17 Lex 1206,Neil Sullivan,3.6
PAF 9100,42957,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1206,Sonia Jarvis,3.8
PAF 9100,42969,UWA-LEC,Regular,We 18:05 - 21:00,A - 17 Lex 1421,Neil Sullivan,3.6
PAF 9103,42978,PRA-LEC,Regular,Th 18:05 - 19:25,A - 17 Lex 1405,David Hoffman,4.2
PAF 9103,42970,QRB-LEC,Regular,Th 19:40 - 21:00,A - 17 Lex 1405,David Hoffman,4.2
PAF 9103,42943,UMA-LEC,Regular,Mo 18:05 - 21:00,A - 17 Lex 305,Tiffany Lewis,4.5
PAF 9104,54449,JNNT-LEC,Winter,TBA,TBA,Donald Waisanen,No Rating
PAF 9104,56711,NETA-LEC,Regular,TBA,TBA,Daniel Williams,2.3
PAF 9117,44671,URA-LEC,Regular,Th 18:05 - 21:00,B - Vert 13-145,Michael Massiah,No Rating
PAF 9120,65829,NTA-LEC,Regular,Tu 14:30 - 17:25,B - Vert 9-175,John Casey,3.58
PAF 9120,42989,UFA-LEC,Regular,Fr 18:05 - 21:00,B - Vert 9-175,John Casey,3.58
PAF 9120,42947,UMA-LEC,Regular,Mo 18:05 - 21:00,B - Vert 4-165,Byron Price,No Rating
PAF 9120,56712,UWA-LEC,Regular,We 18:05 - 21:00,B - Vert 3-120,Martha Stark,4.4
PAF 9120,77117,UWB-LEC,Regular,We 18:05 - 21:00,A - 17 Lex 305,Byron Price,No Rating
PAF 9120,42519,XMPA-LEC,Regular,TBA,TBA,John Casey,3.58
PAF 9130,62489,UFA-LEC,Regular,Fr 18:05 - 21:00,B - Vert 9-130,Peter Cheng,2.9
PAF 9130,42979,URA-LEC,Regular,Th 18:05 - 21:00,B - Vert 9-135,Ideen Riahi,2.8
PAF 9130,42959,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 711,Ideen Riahi,2.8
PAF 9130,42971,UWA-LEC,Regular,We 18:05 - 21:00,B - Vert 3-185,Diane Gibson,4.3
PAF 9133,42960,UTA-LEC,Regular,Tu 18:05 - 21:00,B - Vert 3-185,Diane Gibson,4.3
PAF 9139,54456,JNNT-LEC,Winter,TBA,TBA,Donald Waisanen,No Rating
PAF 9139,42996,XMPA-LEC,Regular,TBA,TBA,Donald Waisanen,No Rating
PAF 9140,42990,NETA-LEC,Regular,TBA,TBA,Greg Chen,1.9
PAF 9140,74898,UMA-LEC,Regular,Mo 18:05 - 21:00,B - Vert 6-175,Edward Sermier,4.12
PAF 9140,42961,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1307,Odell Mays,4.9
PAF 9140,77499,UTB-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1013,Daniel Williams,2.3
PAF 9140,77500,UWB-LEC,Regular,We 18:05 - 21:00,B - Vert 9-116,Daniel Williams,2.3
PAF 9140,42520,XMPA-LEC,Regular,TBA,TBA,John Chun Yah Liu,No Rating
PAF 9140,79329,XMPB-LEC,Regular,TBA,TBA,John Chun Yah Liu,No Rating
PAF 9141,56714,NUF-LEC,Regular,TBA,TBA,Alexis Perrotta,4.5
PAF 9141,56715,UWA-LEC,Regular,We 18:05 - 21:00,A - 17 Lex 1005,Alexis Perrotta,4.5
PAF 9144,44436,UWA-LEC,Regular,We 18:05 - 21:00,B - Vert 9-117,John Chun Yah Liu,No Rating
PAF 9151,42981,URA-LEC,Regular,Th 18:05 - 21:00,B - Vert 12-145,Brooke Richie-Babbage,No Rating
PAF 9152,42982,URA-LEC,Regular,Th 18:05 - 21:00,B - Vert 3-195,Cynthia Guyer,No Rating
PAF 9152,62491,UTA-LEC,Regular,Tu 18:05 - 21:00,B - Vert 9-116,Michael Seltzer,3.9
PAF 9152,56716,UWA-LEC,Regular,We 18:05 - 21:00,B - Vert 10-120,Christopher Cloud,4.5
PAF 9153,42962,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1402,Edward Sermier,4.12
PAF 9157,56717,URA-LEC,Regular,Th 18:05 - 21:00,A - 17 Lex 1402,Patricia Swann,No Rating
PAF 9160,42999,NUF-LEC,Regular,TBA,TBA,Emanuel Savas,No Rating
PAF 9160,78630,NUFB-LEC,Regular,TBA,TBA,Emanuel Savas,No Rating
PAF 9160,74440,UMA-LEC,Regular,Mo 18:05 - 21:00,B - Vert 3-195,Emanuel Savas,No Rating
PAF 9163,44638,UTA-LEC,Regular,Tu 18:05 - 21:00,B - Vert 10-130,Martha Stark,4.4
PAF 9163,42522,XMPA-LEC,Regular,TBA,TBA,Martha Stark,4.4
PAF 9170,42941,MTA-LEC,Regular,Tu 11:10 - 14:05,B - Vert 6-119,Na Yin,4.6
PAF 9170,42963,UMA-LEC,Regular,Mo 18:05 - 21:00,B - Vert 3-185,Chae Young Chang,2.0
PAF 9170,42984,URA-LEC,Regular,Th 18:05 - 21:00,B - Vert 6-180,Na Yin,4.6
PAF 9170,62494,UTA-LEC,Regular,Tu 18:05 - 21:00,B - Vert 10-165,Chae Young Chang,2.0
PAF 9172,42942,NMA-LEC,Regular,Mo 14:30 - 17:25,B - Vert 6-140,Dahlia Remler,2.8
PAF 9172,42951,UMA-LEC,Regular,Mo 18:05 - 21:00,B - Vert 4-160,Michael Williams,4.7
PAF 9172,42985,URA-LEC,Regular,Th 18:05 - 21:00,B - Vert 10-165,Chae Young Chang,2.0
PAF 9172,42964,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1403,Jonathan Engel,No Rating
PAF 9172,42974,UWA-LEC,Regular,We 18:05 - 21:00,B - Vert 4-165,Chae Young Chang,2.0
PAF 9174,42991,NETA-LEC,Regular,TBA,TBA,Greg Chen,1.9
PAF 9174,56722,NETB-LEC,Regular,TBA,TBA,Greg Chen,1.9
PAF 9174,42521,XMPA-LEC,Regular,TBA,TBA,Shoba Nair,3.4
PAF 9177,65860,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1008,Sanders Korenman,3.61
PAF 9180,43000,NUF-LEC,Regular,TBA,TBA,Thomas Bonnett,4.3
PAF 9180,42986,UWA-LEC,Regular,We 18:05 - 21:00,A - 17 Lex 303,Thomas Bonnett,4.3
PAF 9181,56724,UTA-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1001,Iris Geva-May,0.0
PAF 9183,65833,JAN-LEC,Winter,MoTuTh 17:45 - 21:55,B - Vert 11-165,John Casey,3.58
PED 1311,43010,LM-LEC,Regular,Mo 08:40 - 10:20,B - Vert B2-110,Florin Giuglescu,4.3
PED 1316,54480,JAN2-LEC,Winter,MoTuWeTh 11:00 - 13:05,B - Vert B3-100,Charles Lampasso,5.0
PED 1316,43011,LF-LEC,Regular,Fr 09:05 - 10:45,B - Vert B3-100,Charles Lampasso,5.0
PED 1323,54481,JAN4-LEC,Winter,MoTuWeTh 14:30 - 16:35,B - Vert B1-120,Ranford Champagnie,No Rating
PERM ,44774,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44775,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44581,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75960,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44582,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75961,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44584,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75962,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44583,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75963,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,45025,1-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75964,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44587,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44585,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44591,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75965,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44586,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75966,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44588,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75968,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44589,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75967,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44590,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75969,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44592,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,75970,PERM-LEC,Winter,TBA,TBA,Staff,No Rating
PERM ,44593,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44594,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44595,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44596,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44598,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44597,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44600,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PERM ,44599,PERM-LEC,Regular,TBA,TBA,Staff,No Rating
PHI 1100,57182,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 9-145,Henry Shevlin,4.9
PHI 1100,57183,CTRA-LEC,Regular,TuTh 10:45 - 12:00,A - 17 Lex 1202,Henry Shevlin,4.9
PHI 1500,74432,ATRA-LEC,Regular,TuTh 07:25 - 08:40,B - Vert 4-170,Andreea Prichea,3.4
PHI 1500,42735,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 3-165,William Earle,3.7
PHI 1500,42736,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 3-165,Thomas Teufel,3.9
PHI 1500,42739,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 9-120,James Lennox,3.6
PHI 1500,42737,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 9-165,Boris Maizel,3.4
PHI 1500,42738,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-211,William Earle,3.7
PHI 1500,42741,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 13-150,Amy Trautwein,3.5
PHI 1500,42740,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 13-150,Thomas Teufel,3.9
PHI 1500,42743,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 10-175,James Rowe,4.3
PHI 1500,42742,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 10-145,Aaron Bentley,5.0
PHI 1500,54490,JANE-LEC,Winter,MoTuWeTh 17:50 - 20:58,B - Vert 4-170,Kyle Ferguson,4.8
PHI 1500,42744,MNFA-LEC,Regular,Fr 13:15 - 16:10,B - Vert 9-120,Ralph Taylor,No Rating
PHI 1500,42745,MNSA-LEC,Regular,Sa 13:15 - 16:10,B - Vert 4-220,Cory Evans,4.6
PHI 1500,42746,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 4-225,James Rowe,4.3
PHI 1500,42747,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 9-120,Mark Lekarew,No Rating
PHI 1600,42748,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 9-120,Gerrit Kamperdyk,3.95
PHI 1600,42749,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 11-160,Gerrit Kamperdyk,3.95
PHI 1600,42750,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 5-160,Ben Phillips,No Rating
PHI 1600,65114,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 7-155,Ryan DeChant,4.52
PHI 1600,42752,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 5-165,Boris Maizel,3.4
PHI 1600,42753,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 13-145,Ryan DeChant,4.52
PHI 1600,42754,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 11-135,Boris Maizel,3.4
PHI 1600,54491,JAN4-LEC,Winter,MoTuWeThFr 14:30 - 17:00,B - Vert 3-120,Katherine Hartling,No Rating
PHI 1700,42756,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 5-165,Jonathan Gilmore,4.4
PHI 1700,42757,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 3-120,Alexandra Dalavagas,4.5
PHI 1700,42758,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-220,John Dyck,No Rating
PHI 1700,42759,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 13-155,Manuel Rodeiro,5.0
PHI 1700,42760,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 8-135,Hagop Sarkissian,4.5
PHI 1700,42761,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 13-150,Amy Trautwein,3.5
PHI 1700,54492,JAN1-LEC,Winter,MoTuWeThFr 09:30 - 12:00,B - Vert 9-170,John Dyck,No Rating
PHI 1700,57184,LMFA-LEC,Regular,Fr 09:05 - 12:00,B - Vert 9-120,James Rowe,4.3
PHI 1700,42763,LMSA-LEC,Regular,Sa 09:05 - 12:00,B - Vert 4-220,Cory Evans,4.6
PHI 1700,42764,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 6-170,Lauren Alpert,4.93
PHI 1700,57185,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 9-120,Yuval Abrams,No Rating
PHI 1700H,42765,ETRH-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 11-160,Sreekumar Sandeep,4.8
PHI 2170,57186,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 4-220,Hagop Sarkissian,4.5
PHI 3000,42768,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 9-120,Alexandra Dalavagas,4.5
PHI 3010,42769,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 9-165,Ralph Taylor,No Rating
PHI 3035,42770,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 9-150,Jennifer Ware,No Rating
PHI 3040,57187,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 3-120,Gerrit Kamperdyk,3.95
PHI 3051,42785,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 9-120,Sreekumar Sandeep,4.8
PHI 3055,57188,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 13-145,Jonathan Gilmore,4.4
PHI 3130,42772,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 10-175,Douglas Lackey,3.8
PHI 3145,42773,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 4-211,Thomas Teufel,3.9
PHI 3210,42774,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 4-170,Hagop Sarkissian,4.5
PHI 3260,44516,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 11-145,Sreekumar Sandeep,4.8
PHI 3260,42775,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 9-170,Cory Evans,4.6
PHI 3270,44341,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 4-165,Joshua Appel,4.3
PHI 3270,42776,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-190,Jesse Rappaport,No Rating
PHI 3270,44342,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 9-120,Joshua Appel,4.3
PHI 3270,42777,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 9-175,Phoebe Friesen,5.0
PHI 4900,42778,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 3-145,William Earle,3.7
PHI 4900,42779,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 1321,Christopher Brown,4.59
PHI 5000,80213,LAC1-LEC,Regular,TBA,TBA,Douglas Lackey,3.8
PHI 5000,80214,SRE3-LEC,Regular,TBA,TBA,Sreekumar Sandeep,4.8
PHI 5001,80250,LAC1-LEC,Regular,TBA,TBA,Douglas Lackey,3.8
PHI 6002H,78486,GILM-LEC,Regular,TBA,TBA,Jonathan Gilmore,4.4
PHY 1003,44272,STRA-LAB,Regular,Tu 14:30 - 17:00,A - 17 Lex 1000E,Nozima Gaipova,4.7
PHY 1003,44273,STRB-LAB,Regular,Tu 14:30 - 17:00,A - 17 Lex 1000F,Aleksandr Kitaygorodskiy,3.36
PHY 1003,44274,STRC-LAB,Regular,TuTh 19:10 - 20:25,A - 17 Lex 1000E,Olga Lavinda,0.0
PHY 1003,44275,STRD-LAB,Regular,TuTh 19:10 - 20:25,A - 17 Lex 1000F,Todd Gelbord,No Rating
PHY 1003,44271,STRL-LEC,Regular,TuTh 17:45 - 19:00,A - 17 Lex 1323,Todd Gelbord,No Rating
PHY 2001,44285,CMWA-LAB,Regular,MoWe 09:05 - 10:20,A - 17 Lex 1000E,Jamal Jalilian-marian,2.8
PHY 2001,44286,CMWB-LAB,Regular,MoWe 09:05 - 10:20,A - 17 Lex 1000F,Maxime Kudinov,4.0
PHY 2001,44287,CMWC-LAB,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1000E,Maxime Kudinov,4.0
PHY 2001,44288,CMWD-LAB,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1000F,Oygul Mirzalieva,4.8
PHY 2001,44294,DMWA-LAB,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1000E,Yevgeniy Tsypin,4.7
PHY 2001,44295,DMWB-LAB,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1000F,Kelly Reidy,4.0
PHY 2001,57470,DMWC-LAB,Regular,We 14:30 - 17:00,A - 17 Lex 1000E,Yevgeniy Tsypin,4.7
PHY 2001,44276,ETRA-LAB,Regular,TuTh 09:05 - 10:20,A - 17 Lex 1000E,Etan Bourkoff,4.0
PHY 2001,44277,ETRB-LAB,Regular,TuTh 09:05 - 10:20,A - 17 Lex 1000F,Ramzi Khuri,4.8
PHY 2001,44278,ETRC-LAB,Regular,TuTh 10:45 - 12:00,A - 17 Lex 1000E,Etan Bourkoff,4.0
PHY 2001,44279,ETRX-LAB,Regular,TuTh 10:45 - 12:00,A - 17 Lex 1000F,Yevgeniy Tsypin,4.7
PHY 2001,44296,EWX-LAB,Regular,We 14:30 - 17:00,A - 17 Lex 1000F,Lawrence Meche, ,No Rating
PHY 2001,57471,SMWA-LAB,Regular,MoWe 19:10 - 20:25,A - 17 Lex 1000E,Nozima Gaipova,4.7
PHY 2001,57472,SMWB-LAB,Regular,MoWe 19:10 - 20:25,A - 17 Lex 1000F,Lawrence Meche,No Rating
PHY 2002L,44289,CMW-LEC,Regular,TBA,TBA,Oygul Mirzalieva,4.8
PHY 2002L,44290,CMWA-REC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1323,Oygul Mirzalieva,4.8
PHY 2002L,44291,CMWB-REC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1323,Oygul Mirzalieva,4.8
PHY 2002L,44292,CMWC-REC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1323,Oygul Mirzalieva,4.8
PHY 2002L,44293,CMWD-REC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1323,Oygul Mirzalieva,4.8
PHY 2002L,57465,CMWX-REC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1323,Oygul Mirzalieva,4.8
PHY 2002L,44297,DMW-LEC,Regular,TBA,TBA,Lukasz Bogdan,3.4
PHY 2002L,44298,DMWA-REC,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1323,Lukasz Bogdan,3.4
PHY 2002L,44299,DMWB-REC,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1323,Lukasz Bogdan,3.4
PHY 2002L,44300,DMWC-REC,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1323,Lukasz Bogdan,3.4
PHY 2002L,44281,ETRA-REC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1323,Etan Bourkoff,4.0
PHY 2002L,44282,ETRB-REC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1323,Etan Bourkoff,4.0
PHY 2002L,44283,ETRC-REC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1323,Etan Bourkoff,4.0
PHY 2002L,44280,ETRL-LEC,Regular,TBA,TBA,Etan Bourkoff,4.0
PHY 2002L,44284,ETRX-REC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1323,Etan Bourkoff,4.0
PHY 2002L,57468,SMWA-REC,Regular,MoWe 17:45 - 19:00,A - 17 Lex 1000H,Nozima Gaipova,4.7
PHY 2002L,57469,SMWB-REC,Regular,MoWe 17:45 - 19:00,A - 17 Lex 1000H,Nozima Gaipova,4.7
PHY 2002L,57467,SMWL-LEC,Regular,TBA,TBA,Nozima Gaipova,4.7
PHY 2003,44302,DMWA-LAB,Regular,Mo 14:30 - 17:00,A - 17 Lex 1000E,Sultan Catto,4.7
PHY 2003,44303,DMWB-LAB,Regular,Mo 14:30 - 17:00,A - 17 Lex 1000F,Kelly Reidy,4.0
PHY 2003,44301,DMWL-LEC,Regular,MoWe 12:50 - 14:05,A - 17 Lex 1000H,Sultan Catto,4.7
PHY 3001,44305,CRFA-LAB,Regular,Fr 10:45 - 13:15,A - 17 Lex 1000E,Ramzi Khuri,4.8
PHY 3001,44306,CRFB-LAB,Regular,Th 14:30 - 17:00,A - 17 Lex 1000E,Aleksandr Kitaygorodskiy,3.36
PHY 3001,44304,CRFL-LEC,Regular,Th 10:45 - 12:00,A - 17 Lex 1203,Ramzi Khuri,4.8
PHY 3020,44307,BWFA-LEC,Regular,Fr 09:05 - 10:20,A - 17 Lex 1016,Stefan Bathe,5.0
PHY 5000,80215,KHU3-LEC,Regular,TBA,TBA,Ramzi Khuri,4.8
PHY 5000,80262,KHU4-LEC,Regular,TBA,TBA,Ramzi Khuri,4.8
PHY 5001,80216,KHU4-LEC,Regular,TBA,TBA,Ramzi Khuri,4.8
PHY 5002,79671,DUMI-LEC,Regular,TBA,TBA,Adrian Dumitru,3.8
PHY 5002,82443,KHU4-LEC,Regular,TBA,TBA,Ramzi Khuri,4.8
POL 1101,42786,ATRA-LEC,Regular,TuTh 07:25 - 08:40,B - Vert 11-160,Nicholas Micinski,4.4
POL 1101,42787,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 9-165,Heather Mir,4.3
POL 1101,42788,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 11-160,Nina Connelly,3.5
POL 1101,42794,BWFA-LEC,Regular,WeFr 09:05 - 10:20,B - Vert 11-160,Anh Tran,4.9
POL 1101,42789,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 5-160,Alan Digaetano,No Rating
POL 1101,42790,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 3-160,David Jones,4.4
POL 1101,42791,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 9-170,Alison Parks,5.0
POL 1101,42792,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 3-160,Louis Bolce,3.5
POL 1101,42793,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 9-170,Korey Hughes,No Rating
POL 1101,57191,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 5-175,Jinu Abraham,4.8
POL 1101,54494,JAN4-LEC,Winter,MoTuWeThFr 14:30 - 17:00,B - Vert 4-170,Korey Hughes,No Rating
POL 1101,42795,MUA-LEC,Regular,Su 11:00 - 14:00,B - Vert 4-220,David Firester,5.0
POL 1101,44804,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 3-165,Korey Hughes,No Rating
POL 1101,42796,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 13-150,Alan Koenig,4.8
POL 1101,42797,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 11-160,Howard Singer,No Rating
POL 1101H,42799,BTRH-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 4-214,Susan Tenenbaum,4.5
POL 2001,42800,CMWA-LEC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 303,Stephanie Golob,3.9
POL 2001,42801,CTA-LEC,Regular,Tu 10:45 - 12:00,B - Vert 6-180,Roseanne McManus,4.67
POL 2001,42802,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 3-120,Joanna Phua,4.65
POL 2001,42803,ERA-LEC,Regular,Th 14:30 - 15:45,B - Vert 6-180,Roseanne McManus,4.67
POL 2001,42804,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 10-170,Eli Karetny,3.6
POL 2001,54495,JAN2-LEC,Winter,MoTuWeThFr 11:00 - 13:30,B - Vert 4-170,Prosper Bernard,No Rating
POL 2220,42805,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 9-165,Natale Cipollina,4.3
POL 2240,42806,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 10-126,Aaron Zack,3.6
POL 2260,57192,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 9-165,Jessica Mahlbacher,4.5
POL 2260,57193,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 10-175,Claudia Halbac,4.2
